Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
124,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
124,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
124,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
124,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
124,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
124,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
125,Fall,SL101,English Language Lab,1,A-,3.67,2.28,2.28,0
125,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.28,2.28,0
125,Fall,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.28,2.28,0
125,Fall,EE182,Basic Electronics,3,D+,1.33,2.28,2.28,0
125,Fall,MT104,Linear Algebra,3,C-,1.67,2.28,2.28,0
125,Fall,CL118,Programming Fundamentals - Lab,1,B,3,2.28,2.28,0
125,Fall,SS101,English Language,3,A-,3.67,2.28,2.28,0
125,Spring,MT224,Differential Equations (Cal II),3,F,0,1.41,1.84,0
125,Spring,EE227,Digital Logic Design,3,C-,1.67,1.41,1.84,0
125,Spring,CS217,Computer Programming,3,F,0,1.41,1.84,0
125,Spring,EL227,Digital Logic Design - Lab,1,F,0,1.41,1.84,0
125,Spring,SS122,English Composition,3,A,4,1.41,1.84,0
125,Spring,SS111,Islamic and Religious Studies,3,C+,2.33,1.41,1.84,0
125,Spring,CL217,Computer Programming Lab,1,F,0,1.41,1.84,0
125,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
125,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
125,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
125,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
125,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
125,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
125,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
125,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
126,Fall,MT104,Linear Algebra,3,C,2,1.69,1.69,0
126,Fall,CS118,Programming Fundamentals,3,F,0,1.69,1.69,0
126,Fall,MT119,Calculus and Analytical Geometry,3,C,2,1.69,1.69,0
126,Fall,SS101,English Language,3,C,2,1.69,1.69,0
126,Fall,EE182,Basic Electronics,3,C,2,1.69,1.69,0
126,Fall,SL101,English Language Lab,1,B,3,1.69,1.69,0
126,Fall,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.69,1.69,0
126,Spring,SS122,English Composition,3,C-,1.67,1.47,1.73,0
126,Spring,SS113,Pakistan Studies,3,C,2,1.47,1.73,0
126,Spring,EE227,Digital Logic Design,3,C,2,1.47,1.73,0
126,Spring,EL227,Digital Logic Design - Lab,1,C,2,1.47,1.73,0
126,Spring,CL118,Programming Fundamentals - Lab,1,D,1,1.47,1.73,0
126,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,1.47,1.73,0
126,Spring,CS118,Programming Fundamentals,3,F,0,1.47,1.73,0
126,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
126,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
126,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
126,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
126,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
126,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
126,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
126,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
126,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
126,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
127,Fall,SS101,English Language,3,C,2,2.88,2.88,0
127,Fall,EE182,Basic Electronics,3,B+,3.33,2.88,2.88,0
127,Fall,SL101,English Language Lab,1,B,3,2.88,2.88,0
127,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.88,2.88,0
127,Fall,MT104,Linear Algebra,3,B+,3.33,2.88,2.88,0
127,Fall,CL118,Programming Fundamentals - Lab,1,A,4,2.88,2.88,0
127,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.88,2.88,0
127,Fall,CS201,Data Structures,3,A-,3.67,3.13,2.85,0
127,Spring,CS217,Computer Programming,3,C,2,2.16,2.52,0
127,Spring,CL217,Computer Programming Lab,1,B,3,2.16,2.52,0
127,Spring,EE227,Digital Logic Design,3,C+,2.33,2.16,2.52,0
127,Spring,SS122,English Composition,3,D,1,2.16,2.52,0
127,Spring,SS113,Pakistan Studies,3,C-,1.67,2.16,2.52,0
127,Spring,MT224,Differential Equations (Cal II),3,B+,3.33,2.16,2.52,0
127,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.16,2.52,0
127,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
127,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
127,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
127,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
127,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
127,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
127,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
128,Fall,SS101,English Language,3,C-,1.67,2.39,2.39,0
128,Fall,CS118,Programming Fundamentals,3,C,2,2.39,2.39,0
128,Fall,MT104,Linear Algebra,3,B,3,2.39,2.39,0
128,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.39,2.39,0
128,Fall,SL101,English Language Lab,1,B+,3.33,2.39,2.39,0
128,Fall,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.39,2.39,0
128,Fall,EE182,Basic Electronics,3,C,2,2.39,2.39,0
128,Fall,CS201,Data Structures,3,B,3,2.65,2.51,0
128,Spring,EE227,Digital Logic Design,3,B-,2.67,1.94,2.17,0
128,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,1.94,2.17,0
128,Spring,SS122,English Composition,3,C+,2.33,1.94,2.17,0
128,Spring,CL217,Computer Programming Lab,1,C-,1.67,1.94,2.17,0
128,Spring,CS217,Computer Programming,3,C-,1.67,1.94,2.17,0
128,Spring,SS113,Pakistan Studies,3,C-,1.67,1.94,2.17,0
128,Spring,EL227,Digital Logic Design - Lab,1,D+,1.33,1.94,2.17,0
128,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
128,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
128,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
128,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
128,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
128,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
128,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
129,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.55,1.55,0
129,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,1.55,1.55,0
129,Fall,CS118,Programming Fundamentals,3,F,0,1.55,1.55,0
129,Fall,EE182,Basic Electronics,3,D+,1.33,1.55,1.55,0
129,Fall,SL101,English Language Lab,1,B+,3.33,1.55,1.55,0
129,Fall,SS101,English Language,3,B,3,1.55,1.55,0
129,Fall,MT104,Linear Algebra,3,D,1,1.55,1.55,0
129,Fall,CS201,Data Structures,3,F,0,0.62,1.62,0
129,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,1.96,1.99,0
129,Spring,SS122,English Composition,3,B,3,1.96,1.99,0
129,Spring,CS118,Programming Fundamentals,3,D+,1.33,1.96,1.99,0
129,Spring,EL227,Digital Logic Design - Lab,1,B+,3.33,1.96,1.99,0
129,Spring,CL118,Programming Fundamentals - Lab,1,D,1,1.96,1.99,0
129,Spring,SS111,Islamic and Religious Studies,3,C,2,1.96,1.99,0
129,Spring,EE227,Digital Logic Design,3,C-,1.67,1.96,1.99,0
129,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
129,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
129,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
129,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
129,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
129,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
129,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
129,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
129,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
130,Fall,SL101,English Language Lab,1,A,4,2.29,2.29,0
130,Fall,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.29,2.29,0
130,Fall,MT104,Linear Algebra,3,D,1,2.29,2.29,0
130,Fall,CL118,Programming Fundamentals - Lab,1,C,2,2.29,2.29,0
130,Fall,EE182,Basic Electronics,3,D,1,2.29,2.29,0
130,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.29,2.29,0
130,Fall,SS101,English Language,3,A,4,2.29,2.29,0
130,Fall,CS201,Data Structures,3,C+,2.33,2.6,2.68,0
130,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,3.14,2.72,0
130,Spring,EE227,Digital Logic Design,3,B+,3.33,3.14,2.72,0
130,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,3.14,2.72,0
130,Spring,SS122,English Composition,3,A,4,3.14,2.72,0
130,Spring,SS113,Pakistan Studies,3,A-,3.67,3.14,2.72,0
130,Spring,CS217,Computer Programming,3,C+,2.33,3.14,2.72,0
130,Spring,CL217,Computer Programming Lab,1,A-,3.67,3.14,2.72,0
130,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
130,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
130,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
130,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
130,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
130,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
130,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
131,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.35,2.35,0
131,Fall,MT104,Linear Algebra,3,C-,1.67,2.35,2.35,0
131,Fall,SS101,English Language,3,B+,3.33,2.35,2.35,0
131,Fall,CL118,Programming Fundamentals - Lab,1,A-,3.67,2.35,2.35,0
131,Fall,SL101,English Language Lab,1,B+,3.33,2.35,2.35,0
131,Fall,EE182,Basic Electronics,3,D+,1.33,2.35,2.35,0
131,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.35,2.35,0
131,Spring,EL227,Digital Logic Design - Lab,1,B,3,2,2.18,0
131,Spring,CS217,Computer Programming,3,D+,1.33,2,2.18,0
131,Spring,SS111,Islamic and Religious Studies,3,B,3,2,2.18,0
131,Spring,EE227,Digital Logic Design,3,C-,1.67,2,2.18,0
131,Spring,CL217,Computer Programming Lab,1,F,0,2,2.18,0
131,Spring,SS122,English Composition,3,C+,2.33,2,2.18,0
131,Spring,MT224,Differential Equations (Cal II),3,C,2,2,2.18,0
131,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
131,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
131,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
131,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
131,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
131,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
131,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
131,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
132,Fall,EE182,Basic Electronics,3,C-,1.67,2.59,2.59,0
132,Fall,SS101,English Language,3,B+,3.33,2.59,2.59,0
132,Fall,MT104,Linear Algebra,3,C-,1.67,2.59,2.59,0
132,Fall,CS118,Programming Fundamentals,3,B-,2.67,2.59,2.59,0
132,Fall,CL118,Programming Fundamentals - Lab,1,B,3,2.59,2.59,0
132,Fall,SL101,English Language Lab,1,B,3,2.59,2.59,0
132,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.59,2.59,0
132,Spring,CL217,Computer Programming Lab,1,F,0,1.43,2.01,0
132,Spring,EE227,Digital Logic Design,3,C-,1.67,1.43,2.01,0
132,Spring,CS217,Computer Programming,3,F,0,1.43,2.01,0
132,Spring,SS113,Pakistan Studies,3,C,2,1.43,2.01,0
132,Spring,EL227,Digital Logic Design - Lab,1,C+,2.33,1.43,2.01,0
132,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,1.43,2.01,0
132,Spring,SS122,English Composition,3,C,2,1.43,2.01,0
132,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
132,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
132,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
132,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
132,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
132,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
132,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
132,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
133,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
133,Fall,SL101,English Language Lab,1,L1,0,0,0,1
133,Fall,SS101,English Language,3,L1,0,0,0,1
133,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
133,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
133,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
133,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
133,Unknown,SS122,English Composition,3,UK,-1,0,0,0
133,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
133,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
133,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
133,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
133,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
133,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
133,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
133,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
133,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
133,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
133,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
133,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
133,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
133,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
134,Fall,SL101,English Language Lab,1,L2,0,0,0,1
134,Fall,EE182,Basic Electronics,3,L2,0,0,0,1
134,Fall,MT104,Linear Algebra,3,L2,0,0,0,1
134,Fall,CS118,Programming Fundamentals,3,L2,0,0,0,1
134,Fall,MT119,Calculus and Analytical Geometry,3,L2,0,0,0,1
134,Fall,CL118,Programming Fundamentals - Lab,1,L2,0,0,0,1
134,Fall,SS101,English Language,3,L2,0,0,0,1
134,Unknown,SS122,English Composition,3,UK,-1,0,0,0
134,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
134,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
134,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
134,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
134,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
134,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
134,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
134,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
134,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
134,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
134,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
134,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
134,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
134,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
135,Fall,MT104,Linear Algebra,3,C,2,1.82,1.82,1
135,Fall,SS101,English Language,3,B-,2.67,1.82,1.82,1
135,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.82,1.82,1
135,Fall,CS118,Programming Fundamentals,3,F,0,1.82,1.82,1
135,Fall,SL101,English Language Lab,1,B,3,1.82,1.82,1
135,Fall,MT119,Calculus and Analytical Geometry,3,C,2,1.82,1.82,1
135,Fall,EE182,Basic Electronics,3,B-,2.67,1.82,1.82,1
135,Unknown,SS122,English Composition,3,UK,-1,0,0,0
135,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
135,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
135,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
135,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
135,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
135,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
135,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
135,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
135,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
135,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
135,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
135,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
135,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
135,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
136,Fall,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.08,3.08,0
136,Fall,CS118,Programming Fundamentals,3,B+,3.33,3.08,3.08,0
136,Fall,SL101,English Language Lab,1,A-,3.67,3.08,3.08,0
136,Fall,EE182,Basic Electronics,3,B-,2.67,3.08,3.08,0
136,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,3.08,3.08,0
136,Fall,SS101,English Language,3,A-,3.67,3.08,3.08,0
136,Fall,MT104,Linear Algebra,3,B,3,3.08,3.08,0
136,Fall,CS201,Data Structures,3,A-,3.67,3.19,3.05,0
136,Spring,SS122,English Composition,3,B,3,2.9,2.99,0
136,Spring,CL217,Computer Programming Lab,1,B-,2.67,2.9,2.99,0
136,Spring,EE227,Digital Logic Design,3,B-,2.67,2.9,2.99,0
136,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,2.9,2.99,0
136,Spring,SS111,Islamic and Religious Studies,3,B,3,2.9,2.99,0
136,Spring,MT224,Differential Equations (Cal II),3,B,3,2.9,2.99,0
136,Spring,CS217,Computer Programming,3,B,3,2.9,2.99,0
136,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
136,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
136,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
136,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
136,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
136,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
136,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
137,Fall,EE182,Basic Electronics,3,L1,0,0,0,1
137,Fall,SS101,English Language,3,L1,0,0,0,1
137,Fall,MT104,Linear Algebra,3,L1,0,0,0,1
137,Fall,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
137,Fall,SL101,English Language Lab,1,L1,0,0,0,1
137,Fall,CS118,Programming Fundamentals,3,L1,0,0,0,1
137,Fall,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
137,Unknown,SS122,English Composition,3,UK,-1,0,0,0
137,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
137,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
137,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
137,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
137,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
137,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
137,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
137,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
137,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
137,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
137,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
137,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
137,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
137,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
138,Fall,SL101,English Language Lab,1,A-,3.67,2.75,2.75,0
138,Fall,CS118,Programming Fundamentals,3,A,4,2.75,2.75,0
138,Fall,MT104,Linear Algebra,3,B-,2.67,2.75,2.75,0
138,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,2.75,2.75,0
138,Fall,SS101,English Language,3,B+,3.33,2.75,2.75,0
138,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,2.75,2.75,0
138,Fall,EE182,Basic Electronics,3,C-,1.67,2.75,2.75,0
138,Fall,CS201,Data Structures,3,A-,3.67,2.44,2.61,0
138,Spring,EL227,Digital Logic Design - Lab,1,C,2,2.65,2.7,0
138,Spring,CL217,Computer Programming Lab,1,A,4,2.65,2.7,0
138,Spring,SS113,Pakistan Studies,3,D+,1.33,2.65,2.7,0
138,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.65,2.7,0
138,Spring,CS217,Computer Programming,3,A-,3.67,2.65,2.7,0
138,Spring,EE227,Digital Logic Design,3,A-,3.67,2.65,2.7,0
138,Spring,SS122,English Composition,3,B-,2.67,2.65,2.7,0
138,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
138,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
138,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
138,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
138,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
138,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
138,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
139,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.59,2.59,0
139,Fall,CS118,Programming Fundamentals,3,B,3,2.59,2.59,0
139,Fall,MT104,Linear Algebra,3,C,2,2.59,2.59,0
139,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.59,2.59,0
139,Fall,SS101,English Language,3,D,1,2.59,2.59,0
139,Fall,SL101,English Language Lab,1,B-,2.67,2.59,2.59,0
139,Fall,EE182,Basic Electronics,3,A-,3.67,2.59,2.59,0
139,Fall,CS201,Data Structures,3,B+,3.33,2.44,2.47,0
139,Spring,SS122,English Composition,3,F,0,2.39,2.49,0
139,Spring,CS217,Computer Programming,3,B+,3.33,2.39,2.49,0
139,Spring,SS111,Islamic and Religious Studies,3,C+,2.33,2.39,2.49,0
139,Spring,EL227,Digital Logic Design - Lab,1,C,2,2.39,2.49,0
139,Spring,MT224,Differential Equations (Cal II),3,B,3,2.39,2.49,0
139,Spring,CL217,Computer Programming Lab,1,B-,2.67,2.39,2.49,0
139,Spring,EE227,Digital Logic Design,3,B+,3.33,2.39,2.49,0
139,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
139,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
139,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
139,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
139,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
139,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
139,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
140,Fall,MT104,Linear Algebra,3,B-,2.67,2.24,2.24,0
140,Fall,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.24,2.24,0
140,Fall,SL101,English Language Lab,1,B,3,2.24,2.24,0
140,Fall,SS101,English Language,3,B,3,2.24,2.24,0
140,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.24,2.24,0
140,Fall,CS118,Programming Fundamentals,3,F,0,2.24,2.24,0
140,Fall,EE182,Basic Electronics,3,B+,3.33,2.24,2.24,0
140,Fall,CS201,Data Structures,3,B-,2.67,2.46,2.62,0
140,Spring,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.53,2.7,0
140,Spring,SS111,Islamic and Religious Studies,3,A,4,2.53,2.7,0
140,Spring,SS122,English Composition,3,D,1,2.53,2.7,0
140,Spring,CS118,Programming Fundamentals,3,B-,2.67,2.53,2.7,0
140,Spring,EE227,Digital Logic Design,3,C+,2.33,2.53,2.7,0
140,Spring,MT224,Differential Equations (Cal II),3,B,3,2.53,2.7,0
